Income,Savings,Expenses,Saving Percentage,Expense Percentage,Expense Category,Expense Category Numeric,Predicted Expense Category Numeric
34507,2731,31776,7.914336222,92.08566378,Food,1,1
24486,830,23656,3.389692069,96.61030793,Housing,3,3
98366,4545,93821,4.620498953,95.37950105,Transportation,4,4
41561,23302,18259,56.06698588,43.93301412,Food,1,1
249132,18862,230270,7.571086813,92.42891319,Entertainment,0,0
39355,11480,27875,29.17037225,70.82962775,Food,1,1
215311,14534,200777,6.750235706,93.24976429,Entertainment,0,0
208392,24462,183930,11.73845445,88.26154555,Entertainment,0,0
36926,9458,27468,25.61338894,74.38661106,Food,1,1
51198,12752,38446,24.90722294,75.09277706,Food,1,4
222475,66388,156087,29.84065625,70.15934375,Entertainment,0,0
128258,28828,99430,22.47657066,77.52342934,Healthcare,2,2
191618,7143,184475,3.727729128,96.27227087,Entertainment,0,0
85789,2565,83224,2.989893809,97.01010619,Transportation,4,4
25061,3604,21457,14.38091058,85.61908942,Housing,3,1
180628,36329,144299,20.11260713,79.88739287,Entertainment,0,0
57958,4299,53659,7.417440215,92.58255978,Food,1,4
16413,7666,8747,46.70687869,53.29312131,Housing,3,3
212359,67693,144666,31.87668053,68.12331947,Entertainment,0,0
11147,4779,6368,42.87252175,57.12747825,Housing,3,3
141463,5469,135994,3.866028573,96.13397143,Healthcare,2,2
63631,10573,53058,16.61611479,83.38388521,Transportation,4,4
175091,45970,129121,26.25491887,73.74508113,Healthcare,2,0
193411,36310,157101,18.77349272,81.22650728,Entertainment,0,0
94265,27500,66765,29.1730759,70.8269241,Transportation,4,4
226532,48492,178040,21.40624724,78.59375276,Entertainment,0,0
28947,8209,20738,28.35872457,71.64127543,Housing,3,1
238833,32875,205958,13.76484824,86.23515176,Entertainment,0,0
228145,52468,175677,22.997655,77.002345,Entertainment,0,0
59330,11893,47437,20.04550817,79.95449183,Food,1,4
38774,6916,31858,17.83669469,82.16330531,Food,1,1
18262,7286,10976,39.89705399,60.10294601,Housing,3,3
116561,48747,67814,41.82102075,58.17897925,Transportation,4,4
154679,28487,126192,18.41685038,81.58314962,Healthcare,2,0
18758,3127,15631,16.67022071,83.32977929,Housing,3,3
231905,18295,213610,7.889006274,92.11099373,Entertainment,0,0
216825,35567,181258,16.40355125,83.59644875,Entertainment,0,0
52447,11001,41446,20.97546094,79.02453906,Food,1,4
31077,9807,21270,31.55710011,68.44289989,Food,1,1
54372,30527,23845,56.14470683,43.85529317,Food,1,4
58977,28040,30937,47.54395781,52.45604219,Food,1,4
84849,32216,52633,37.96862662,62.03137338,Transportation,4,4
117568,25404,92164,21.60792052,78.39207948,Transportation,4,2
197832,32135,165697,16.24358041,83.75641959,Entertainment,0,0
39636,455,39181,1.147946311,98.85205369,Food,1,1
35718,17219,18499,48.20818635,51.79181365,Food,1,1
18616,3751,14865,20.14933391,79.85066609,Housing,3,3
235787,49957,185830,21.18734281,78.81265719,Entertainment,0,0
230677,14547,216130,6.306220386,93.69377961,Entertainment,0,0
125368,61065,64303,48.70860188,51.29139812,Healthcare,2,4
24097,9199,14898,38.17487654,61.82512346,Housing,3,3
11360,4052,7308,35.66901408,64.33098592,Housing,3,3
27437,1324,26113,4.825600467,95.17439953,Housing,3,1
189307,39579,149728,20.90730929,79.09269071,Entertainment,0,0
68563,19301,49262,28.15075186,71.84924814,Transportation,4,4
198300,25271,173029,12.74382249,87.25617751,Entertainment,0,0
61962,8879,53083,14.32975049,85.67024951,Transportation,4,4
51834,17235,34599,33.2503762,66.7496238,Food,1,4
153321,19215,134106,12.53252979,87.46747021,Healthcare,2,0
140400,1819,138581,1.295584046,98.70441595,Healthcare,2,2
182127,31087,151040,17.06885854,82.93114146,Entertainment,0,0
64436,25162,39274,39.0495996,60.9504004,Transportation,4,4
26885,1454,25431,5.408220197,94.5917798,Housing,3,1
34684,20392,14292,58.79368008,41.20631992,Food,1,1
58195,18669,39526,32.08007561,67.91992439,Food,1,4
63774,23964,39810,37.57644181,62.42355819,Transportation,4,4
31694,8116,23578,25.60737048,74.39262952,Food,1,1
70893,23746,47147,33.49554963,66.50445037,Transportation,4,4
128476,66410,62066,51.69058813,48.30941187,Healthcare,2,4
12104,4325,7779,35.73198942,64.26801058,Housing,3,3
17386,4060,13326,23.3521224,76.6478776,Housing,3,3
63078,29110,33968,46.14921209,53.85078791,Transportation,4,4
179315,30353,148962,16.92719516,83.07280484,Healthcare,2,0
219230,54292,164938,24.76485882,75.23514118,Entertainment,0,0
119623,43746,75877,36.56989041,63.43010959,Transportation,4,2
78669,19076,59593,24.24843331,75.75156669,Transportation,4,4
52164,26785,25379,51.34767272,48.65232728,Food,1,4
103774,40581,63193,39.10517085,60.89482915,Transportation,4,4
225660,14268,211392,6.322786493,93.67721351,Entertainment,0,0
191714,5652,186062,2.948141502,97.0518585,Entertainment,0,0
45668,9567,36101,20.94902339,79.05097661,Food,1,1
37242,19305,17937,51.83663606,48.16336394,Food,1,1
162905,33957,128948,20.84466407,79.15533593,Healthcare,2,0
144121,13251,130870,9.194357519,90.80564248,Healthcare,2,2
148933,41636,107297,27.95619507,72.04380493,Healthcare,2,2
37929,17702,20227,46.67141238,53.32858762,Food,1,1
33163,5294,27869,15.96357386,84.03642614,Food,1,1
140040,16033,124007,11.44887175,88.55112825,Healthcare,2,2
237685,46680,191005,19.63943875,80.36056125,Entertainment,0,0
102823,14105,88718,13.71774797,86.28225203,Transportation,4,2
24494,10142,14352,41.40605863,58.59394137,Housing,3,3
44680,3039,41641,6.801700985,93.19829902,Food,1,4
176295,19101,157194,10.83468051,89.16531949,Healthcare,2,0
27894,321,27573,1.150785115,98.84921488,Housing,3,1
49090,24931,24159,50.78631086,49.21368914,Food,1,1
133411,9454,123957,7.086372188,92.91362781,Healthcare,2,2
11530,3681,7849,31.92541197,68.07458803,Housing,3,3
68092,13922,54170,20.44586736,79.55413264,Transportation,4,4
247513,43506,204007,17.57725857,82.42274143,Entertainment,0,0
40177,5975,34202,14.87169276,85.12830724,Food,1,1
154878,32456,122422,20.95584912,79.04415088,Healthcare,2,0
100806,12249,88557,12.15106244,87.84893756,Transportation,4,2
92197,20678,71519,22.42806165,77.57193835,Transportation,4,4
219073,5659,213414,2.583157212,97.41684279,Entertainment,0,0
64446,9705,54741,15.05911926,84.94088074,Transportation,4,4
164899,7636,157263,4.630713346,95.36928665,Healthcare,2,0
116189,66587,49602,57.30921172,42.69078828,Transportation,4,4
25968,13985,11983,53.8547443,46.1452557,Housing,3,1
45663,15380,30283,33.68153647,66.31846353,Food,1,1
218132,1012,217120,0.463939266,99.53606073,Entertainment,0,0
138023,17037,120986,12.34359491,87.65640509,Healthcare,2,2
191562,25766,165796,13.45047556,86.54952444,Entertainment,0,0
118570,64735,53835,54.59644092,45.40355908,Transportation,4,4
38260,3176,35084,8.301097752,91.69890225,Food,1,1
53408,21759,31649,40.74108748,59.25891252,Food,1,4
249452,1911,247541,0.766079246,99.23392075,Entertainment,0,0
15204,3737,11467,24.57905814,75.42094186,Housing,3,3
198865,48768,150097,24.52316898,75.47683102,Entertainment,0,0
41295,19073,22222,46.18718973,53.81281027,Food,1,1
15831,6454,9377,40.7681132,59.2318868,Housing,3,3
110068,16544,93524,15.03070829,84.96929171,Transportation,4,2
153574,65181,88393,42.44273119,57.55726881,Healthcare,2,0
100126,20682,79444,20.65597347,79.34402653,Transportation,4,2
235870,20927,214943,8.872260143,91.12773986,Entertainment,0,0
39894,18708,21186,46.89426982,53.10573018,Food,1,1
68736,15118,53618,21.99429702,78.00570298,Transportation,4,4
27295,7631,19664,27.95750137,72.04249863,Housing,3,1
45227,3612,41615,7.986379817,92.01362018,Food,1,4
108813,32320,76493,29.70233336,70.29766664,Transportation,4,2
10361,5759,4602,55.58343789,44.41656211,Housing,3,3
201676,60433,141243,29.96539003,70.03460997,Entertainment,0,0
34476,16794,17682,48.71214758,51.28785242,Food,1,1
107109,3619,103490,3.378801034,96.62119897,Transportation,4,2
248946,19332,229614,7.765539515,92.23446049,Entertainment,0,0
167443,57516,109927,34.34959957,65.65040043,Healthcare,2,0
96433,31502,64931,32.66724047,67.33275953,Transportation,4,4
56552,26944,29608,47.64464564,52.35535436,Food,1,4
90241,35952,54289,39.83998404,60.16001596,Transportation,4,4
15705,2244,13461,14.28844317,85.71155683,Housing,3,3
11291,6269,5022,55.52209725,44.47790275,Housing,3,3
93885,54994,38891,58.57591735,41.42408265,Transportation,4,4
138715,50542,88173,36.43585769,63.56414231,Healthcare,2,2
37636,5164,32472,13.72090552,86.27909448,Food,1,1
161470,21719,139751,13.45079581,86.54920419,Healthcare,2,0
215419,56370,159049,26.16760824,73.83239176,Entertainment,0,0
242123,28031,214092,11.57717359,88.42282641,Entertainment,0,0
244095,57805,186290,23.68135357,76.31864643,Entertainment,0,0
189708,30350,159358,15.99827103,84.00172897,Entertainment,0,0
147289,18998,128291,12.89845134,87.10154866,Healthcare,2,2
20822,2572,18250,12.35231966,87.64768034,Housing,3,3
23643,1919,21724,8.116567271,91.88343273,Housing,3,3
231021,51207,179814,22.16551742,77.83448258,Entertainment,0,0
127365,32298,95067,25.358615,74.641385,Healthcare,2,2
111194,54079,57115,48.63481843,51.36518157,Transportation,4,4
161049,60176,100873,37.36502555,62.63497445,Healthcare,2,0
50384,16656,33728,33.05811369,66.94188631,Food,1,4
227236,52160,175076,22.95410938,77.04589062,Entertainment,0,0
171329,22021,149308,12.85304881,87.14695119,Healthcare,2,0
35768,3755,32013,10.49821069,89.50178931,Food,1,1
71373,26965,44408,37.78039315,62.21960685,Transportation,4,4
131095,14185,116910,10.82039742,89.17960258,Healthcare,2,2
118493,53172,65321,44.87353683,55.12646317,Transportation,4,4
71455,19300,52155,27.0100063,72.9899937,Transportation,4,4
23419,64,23355,0.273282378,99.72671762,Housing,3,3
189227,53739,135488,28.39922421,71.60077579,Entertainment,0,0
38607,4465,34142,11.56526019,88.43473981,Food,1,1
57774,24225,33549,41.93062623,58.06937377,Food,1,4
23799,4605,19194,19.3495525,80.6504475,Housing,3,3
57225,14088,43137,24.61861075,75.38138925,Food,1,4
53044,860,52184,1.621295528,98.37870447,Food,1,4
225545,4722,220823,2.093595513,97.90640449,Entertainment,0,0
20330,7405,12925,36.42400394,63.57599606,Housing,3,3
47861,18834,29027,39.35145526,60.64854474,Food,1,1
51587,13526,38061,26.21978405,73.78021595,Food,1,4
127747,13869,113878,10.85661503,89.14338497,Healthcare,2,2
220079,12566,207513,5.709767856,94.29023214,Entertainment,0,0
83640,28805,54835,34.43926351,65.56073649,Transportation,4,4
149482,54182,95300,36.2465046,63.7534954,Healthcare,2,2
210479,17588,192891,8.356178051,91.64382195,Entertainment,0,0
189506,15641,173865,8.253564531,91.74643547,Entertainment,0,0
15338,544,14794,3.546746642,96.45325336,Housing,3,3
100315,43467,56848,43.3305089,56.6694911,Transportation,4,4
50670,20092,30578,39.65265443,60.34734557,Food,1,4
114894,43275,71619,37.66515223,62.33484777,Transportation,4,2
167044,939,166105,0.562127344,99.43787266,Healthcare,2,0
59027,31519,27508,53.39759771,46.60240229,Food,1,4
27109,2002,25107,7.385001291,92.61499871,Housing,3,1
130530,17956,112574,13.75622462,86.24377538,Healthcare,2,2
22168,7059,15109,31.8431974,68.1568026,Housing,3,3
146111,57172,88939,39.12915523,60.87084477,Healthcare,2,2
54659,29594,25065,54.14295907,45.85704093,Food,1,4
230075,21802,208273,9.476040422,90.52395958,Entertainment,0,0
17835,17,17818,0.095318195,99.90468181,Housing,3,3
20165,6694,13471,33.19613191,66.80386809,Housing,3,3
134426,43034,91392,32.01315222,67.98684778,Healthcare,2,2
71265,29790,41475,41.80172595,58.19827405,Transportation,4,4
54132,29728,24404,54.91760881,45.08239119,Food,1,4
24219,1749,22470,7.221602874,92.77839713,Housing,3,3
179139,63794,115345,35.61145256,64.38854744,Healthcare,2,0
59309,1991,57318,3.356994723,96.64300528,Food,1,4
20552,10812,9740,52.60801868,47.39198132,Housing,3,3
107053,27902,79151,26.06372544,73.93627456,Transportation,4,2
47896,20930,26966,43.6988475,56.3011525,Food,1,1
31644,14981,16663,47.34230818,52.65769182,Food,1,1
48434,21586,26848,44.56786555,55.43213445,Food,1,1
195842,35397,160445,18.07426395,81.92573605,Entertainment,0,0
39463,3355,36108,8.501634442,91.49836556,Food,1,1
172599,66725,105874,38.65897253,61.34102747,Healthcare,2,0
144801,18327,126474,12.65668055,87.34331945,Healthcare,2,2
204787,28250,176537,13.79482096,86.20517904,Entertainment,0,0
171864,36178,135686,21.05036541,78.94963459,Healthcare,2,0
158057,21478,136579,13.58876861,86.41123139,Healthcare,2,0
20187,2175,18012,10.77426066,89.22573934,Housing,3,3
60632,19048,41584,31.41575406,68.58424594,Transportation,4,4
43492,20347,23145,46.78331647,53.21668353,Food,1,1
43844,9220,34624,21.02910318,78.97089682,Food,1,1
95758,15571,80187,16.26078239,83.73921761,Transportation,4,4
59626,33946,25680,56.93153993,43.06846007,Food,1,4
10049,2463,7586,24.50990148,75.49009852,Housing,3,3
11966,6184,5782,51.67975932,48.32024068,Housing,3,3
32034,10785,21249,33.66735344,66.33264656,Food,1,1
20627,99,20528,0.479953459,99.52004654,Housing,3,3
26740,2409,24331,9.008975318,90.99102468,Housing,3,1
195077,14566,180511,7.466795163,92.53320484,Entertainment,0,0
104953,20055,84898,19.10855335,80.89144665,Transportation,4,2
63438,5518,57920,8.698256565,91.30174343,Transportation,4,4
108523,4329,104194,3.989016153,96.01098385,Transportation,4,2
142138,40277,101861,28.33654617,71.66345383,Healthcare,2,2
72749,26861,45888,36.9228443,63.0771557,Transportation,4,4
231784,25901,205883,11.1746281,88.8253719,Entertainment,0,0
27637,11342,16295,41.0391866,58.9608134,Housing,3,1
79483,41783,37700,52.56847376,47.43152624,Transportation,4,4
188894,7083,181811,3.749722066,96.25027793,Entertainment,0,0
28600,14340,14260,50.13986014,49.86013986,Housing,3,1
100114,53888,46226,53.82663763,46.17336237,Transportation,4,4
35991,9338,26653,25.94537523,74.05462477,Food,1,1
19719,11378,8341,57.70069476,42.29930524,Housing,3,3
118080,46247,71833,39.16581978,60.83418022,Transportation,4,2
29979,4078,25901,13.60285533,86.39714467,Housing,3,1
48527,19807,28720,40.8164527,59.1835473,Food,1,1
52514,3261,49253,6.209772632,93.79022737,Food,1,4
30466,5793,24673,19.01463927,80.98536073,Food,1,1
61348,14704,46644,23.96818152,76.03181848,Transportation,4,4
67754,1633,66121,2.410189804,97.5898102,Transportation,4,4
99870,14117,85753,14.13537599,85.86462401,Transportation,4,4
151524,56487,95037,37.27924289,62.72075711,Healthcare,2,0
124153,13542,110611,10.90750928,89.09249072,Healthcare,2,2
138441,17032,121409,12.30271379,87.69728621,Healthcare,2,2
46073,20226,25847,43.89989799,56.10010201,Food,1,1
29956,13711,16245,45.77046335,54.22953665,Housing,3,1
10868,5259,5609,48.38976813,51.61023187,Housing,3,3
66918,14664,52254,21.91338653,78.08661347,Transportation,4,4
127126,59641,67485,46.91487186,53.08512814,Healthcare,2,4
20849,10802,10047,51.8106384,48.1893616,Housing,3,3
166006,46533,119473,28.03091455,71.96908545,Healthcare,2,0
46596,25521,21075,54.77079578,45.22920422,Food,1,1
62574,28453,34121,45.47096238,54.52903762,Transportation,4,4
192056,40130,151926,20.89494731,79.10505269,Entertainment,0,0
172923,32422,140501,18.74938556,81.25061444,Healthcare,2,0
239801,18877,220924,7.87194382,92.12805618,Entertainment,0,0
215404,3960,211444,1.838405972,98.16159403,Entertainment,0,0
69031,36895,32136,53.44700207,46.55299793,Transportation,4,4
72764,14653,58111,20.13770546,79.86229454,Transportation,4,4
47587,14275,33312,29.99768844,70.00231156,Food,1,1
95750,780,94970,0.81462141,99.18537859,Transportation,4,4
49900,6450,43450,12.9258517,87.0741483,Food,1,4
203545,7420,196125,3.645385541,96.35461446,Entertainment,0,0
37238,21948,15290,58.93979268,41.06020732,Food,1,1
111037,39386,71651,35.4710592,64.5289408,Transportation,4,2
46207,4415,41792,9.554829355,90.44517065,Food,1,4
223354,580,222774,0.259677463,99.74032254,Entertainment,0,0
14731,5245,9486,35.60518634,64.39481366,Housing,3,3
10268,874,9394,8.511881574,91.48811843,Housing,3,3
23809,8420,15389,35.36477803,64.63522197,Housing,3,3
123797,51142,72655,41.31117878,58.68882122,Healthcare,2,2
49443,18045,31398,36.49657181,63.50342819,Food,1,1
29226,11635,17591,39.81044276,60.18955724,Housing,3,1
33448,19154,14294,57.26500837,42.73499163,Food,1,1
211604,2872,208732,1.357252226,98.64274777,Entertainment,0,0
11760,1199,10561,10.19557823,89.80442177,Housing,3,3
243523,8899,234624,3.654274956,96.34572504,Entertainment,0,0
21300,8908,12392,41.82159624,58.17840376,Housing,3,3
101770,54448,47322,53.50103174,46.49896826,Transportation,4,4
37897,5839,32058,15.40755205,84.59244795,Food,1,1
227508,27813,199695,12.22506461,87.77493539,Entertainment,0,0
50344,4491,45853,8.920626092,91.07937391,Food,1,4
171440,15093,156347,8.803663089,91.19633691,Healthcare,2,0
26965,11181,15784,41.46486186,58.53513814,Housing,3,1
205893,14659,191234,7.119717523,92.88028248,Entertainment,0,0
238858,44306,194552,18.54909612,81.45090388,Entertainment,0,0
38526,21505,17021,55.81944661,44.18055339,Food,1,1
51912,2068,49844,3.983664663,96.01633534,Food,1,4
177148,47677,129471,26.91365412,73.08634588,Healthcare,2,0
91958,34905,57053,37.95754584,62.04245416,Transportation,4,4
29068,16093,12975,55.36328609,44.63671391,Housing,3,1
16286,899,15387,5.520078595,94.4799214,Housing,3,3
134122,40025,94097,29.84223319,70.15776681,Healthcare,2,2
182461,50135,132326,27.4771047,72.5228953,Entertainment,0,0
172778,43141,129637,24.96903541,75.03096459,Healthcare,2,0
98408,42176,56232,42.8583042,57.1416958,Transportation,4,4
23428,2201,21227,9.394741335,90.60525866,Housing,3,3
224582,41804,182778,18.61413648,81.38586352,Entertainment,0,0
162381,50043,112338,30.81826076,69.18173924,Healthcare,2,0
192559,56869,135690,29.5332859,70.4667141,Entertainment,0,0
20246,6275,13971,30.99377655,69.00622345,Housing,3,3
67739,40153,27586,59.27604482,40.72395518,Transportation,4,4
72011,9219,62792,12.80221077,87.19778923,Transportation,4,4
47932,1997,45935,4.166318952,95.83368105,Food,1,4
12621,5992,6629,47.47642818,52.52357182,Housing,3,3
238378,29681,208697,12.45123292,87.54876708,Entertainment,0,0
112120,21488,90632,19.16518016,80.83481984,Transportation,4,2
194716,7295,187421,3.746482056,96.25351794,Entertainment,0,0
183558,10754,172804,5.858638686,94.14136131,Entertainment,0,0
157904,48479,109425,30.70156551,69.29843449,Healthcare,2,0
10111,3481,6630,34.42785086,65.57214914,Housing,3,3
107360,13332,94028,12.41803279,87.58196721,Transportation,4,2
240015,51402,188613,21.41616149,78.58383851,Entertainment,0,0
88576,24062,64514,27.16537211,72.83462789,Transportation,4,4
17103,9212,7891,53.86189557,46.13810443,Housing,3,3
41769,16979,24790,40.64976418,59.35023582,Food,1,1
248099,58068,190031,23.40517293,76.59482707,Entertainment,0,0
47245,18657,28588,39.48989311,60.51010689,Food,1,1
51477,2914,48563,5.660780543,94.33921946,Food,1,4
125348,13272,112076,10.58812267,89.41187733,Healthcare,2,2
139766,16811,122955,12.02796102,87.97203898,Healthcare,2,2
66391,11854,54537,17.85482972,82.14517028,Transportation,4,4
23410,10354,13056,44.22896198,55.77103802,Housing,3,3
16943,10057,6886,59.3578469,40.6421531,Housing,3,3
248784,2107,246677,0.846919416,99.15308058,Entertainment,0,0
51353,12108,39245,23.57797986,76.42202014,Food,1,4
233235,31259,201976,13.40236242,86.59763758,Entertainment,0,0
18441,8009,10432,43.43039965,56.56960035,Housing,3,3
61555,23772,37783,38.61912111,61.38087889,Transportation,4,4
58508,21430,37078,36.62746975,63.37253025,Food,1,4
47258,6946,40312,14.69804054,85.30195946,Food,1,1
178613,60617,117996,33.93761932,66.06238068,Healthcare,2,0
125609,10248,115361,8.158651052,91.84134895,Healthcare,2,2
175361,19277,156084,10.99275209,89.00724791,Healthcare,2,0
63444,31932,31512,50.33100057,49.66899943,Transportation,4,4
146651,15978,130673,10.89525472,89.10474528,Healthcare,2,2
29715,10580,19135,35.60491334,64.39508666,Housing,3,1
192604,5679,186925,2.948536894,97.05146311,Entertainment,0,0
144631,21865,122766,15.11778249,84.88221751,Healthcare,2,2
149807,2120,147687,1.415154165,98.58484583,Healthcare,2,2
54807,2525,52282,4.607075739,95.39292426,Food,1,4
134660,27778,106882,20.62824892,79.37175108,Healthcare,2,2
113794,15710,98084,13.8056488,86.1943512,Transportation,4,2
11771,6895,4876,58.57616175,41.42383825,Housing,3,3
131995,65963,66032,49.97386265,50.02613735,Healthcare,2,4
149325,23330,125995,15.62363971,84.37636029,Healthcare,2,2
22198,3088,19110,13.91116317,86.08883683,Housing,3,3
18091,6274,11817,34.68022774,65.31977226,Housing,3,3
224246,69266,154980,30.88839935,69.11160065,Entertainment,0,0
239315,18529,220786,7.742515095,92.2574849,Entertainment,0,0
99952,47004,52948,47.02657275,52.97342725,Transportation,4,4
240355,15598,224757,6.489567515,93.51043249,Entertainment,0,0
55438,1694,53744,3.055665789,96.94433421,Food,1,4
211193,2252,208941,1.066323221,98.93367678,Entertainment,0,0
159509,16200,143309,10.15616674,89.84383326,Healthcare,2,0
214027,27163,186864,12.6913894,87.3086106,Entertainment,0,0
173846,10076,163770,5.795934333,94.20406567,Healthcare,2,0
46453,5326,41127,11.46535208,88.53464792,Food,1,4
224890,14954,209936,6.649473076,93.35052692,Entertainment,0,0
189702,41616,148086,21.93756523,78.06243477,Entertainment,0,0
118978,69650,49328,58.54023433,41.45976567,Transportation,4,4
125773,38267,87506,30.42544902,69.57455098,Healthcare,2,2
57674,5075,52599,8.799459028,91.20054097,Food,1,4
23845,1935,21910,8.114908786,91.88509121,Housing,3,3
15683,8951,6732,57.07453931,42.92546069,Housing,3,3
118796,26135,92661,21.99989899,78.00010101,Transportation,4,2
100732,26210,74522,26.01953699,73.98046301,Transportation,4,2
73502,13839,59663,18.8280591,81.1719409,Transportation,4,4
155331,60760,94571,39.11646741,60.88353259,Healthcare,2,0
23262,2239,21023,9.625139713,90.37486029,Housing,3,3
35280,2059,33221,5.8361678,94.1638322,Food,1,1
217974,48566,169408,22.28063898,77.71936102,Entertainment,0,0
229243,23707,205536,10.34142809,89.65857191,Entertainment,0,0
14862,1996,12866,13.43022473,86.56977527,Housing,3,3
25106,1241,23865,4.943041504,95.0569585,Housing,3,1
26880,7677,19203,28.56026786,71.43973214,Housing,3,1
93393,30839,62554,33.02067607,66.97932393,Transportation,4,4
20075,9698,10377,48.30884184,51.69115816,Housing,3,3
91957,51643,40314,56.15994432,43.84005568,Transportation,4,4
45354,20508,24846,45.21762138,54.78237862,Food,1,1
77502,15608,61894,20.13883513,79.86116487,Transportation,4,4
35969,12551,23418,34.89393645,65.10606355,Food,1,1
145473,9446,136027,6.493301162,93.50669884,Healthcare,2,2
67813,31591,36222,46.58546296,53.41453704,Transportation,4,4
249424,25305,224119,10.14537494,89.85462506,Entertainment,0,0
162661,64351,98310,39.56141915,60.43858085,Healthcare,2,0
130742,40781,89961,31.19196586,68.80803414,Healthcare,2,2
32446,14323,18123,44.14411638,55.85588362,Food,1,1
34389,11451,22938,33.29843845,66.70156155,Food,1,1
28093,10417,17676,37.08041149,62.91958851,Housing,3,1
127446,42624,84822,33.44475307,66.55524693,Healthcare,2,2
140797,11819,128978,8.394354993,91.60564501,Healthcare,2,2
149788,42096,107692,28.10371992,71.89628008,Healthcare,2,2
36511,2830,33681,7.751088713,92.24891129,Food,1,1
227837,23275,204562,10.21563662,89.78436338,Entertainment,0,0
99711,41030,58681,41.14892038,58.85107962,Transportation,4,4
213831,2735,211096,1.279047472,98.72095253,Entertainment,0,0
168072,62469,105603,37.16799943,62.83200057,Healthcare,2,0
129595,18451,111144,14.237432,85.762568,Healthcare,2,2
147464,1813,145651,1.229452612,98.77054739,Healthcare,2,2
13217,4666,8551,35.30301884,64.69698116,Housing,3,3
104745,54268,50477,51.80963292,48.19036708,Transportation,4,4
10473,2841,7632,27.12689774,72.87310226,Housing,3,3
37896,17023,20873,44.92030821,55.07969179,Food,1,1
26234,10234,16000,39.01044446,60.98955554,Housing,3,1
234428,57819,176609,24.66386268,75.33613732,Entertainment,0,0
187314,61879,125435,33.03490396,66.96509604,Entertainment,0,0
141582,23141,118441,16.34459183,83.65540817,Healthcare,2,2
120080,40462,79618,33.69586942,66.30413058,Healthcare,2,2
175016,42279,132737,24.15721991,75.84278009,Healthcare,2,0
154853,1384,153469,0.893750848,99.10624915,Healthcare,2,0
144345,6626,137719,4.590391077,95.40960892,Healthcare,2,2
124808,29166,95642,23.36869431,76.63130569,Healthcare,2,2
22143,5260,16883,23.75468545,76.24531455,Housing,3,3
129575,64575,65000,49.83600232,50.16399768,Healthcare,2,4
21074,10745,10329,50.9869982,49.0130018,Housing,3,3
53671,18780,34891,34.99096346,65.00903654,Food,1,4
152261,30581,121680,20.08459159,79.91540841,Healthcare,2,0
107433,11806,95627,10.98917465,89.01082535,Transportation,4,2
76104,24920,51184,32.74466519,67.25533481,Transportation,4,4
126848,53081,73767,41.84614657,58.15385343,Healthcare,2,2
96829,42689,54140,44.08699873,55.91300127,Transportation,4,4
104651,17067,87584,16.30849204,83.69150796,Transportation,4,2
51296,2113,49183,4.11922957,95.88077043,Food,1,4
48596,12441,36155,25.6008725,74.3991275,Food,1,1
112373,50184,62189,44.65841439,55.34158561,Transportation,4,4
44144,17188,26956,38.93620877,61.06379123,Food,1,1
169295,3018,166277,1.782687026,98.21731297,Healthcare,2,0
29485,8485,21000,28.77734441,71.22265559,Housing,3,1
166459,53359,113100,32.05534095,67.94465905,Healthcare,2,0
76367,21196,55171,27.75544411,72.24455589,Transportation,4,4
31359,13914,17445,44.37003731,55.62996269,Food,1,1
160743,59647,101096,37.10705909,62.89294091,Healthcare,2,0
52765,28767,23998,54.5190941,45.4809059,Food,1,4
96662,8406,88256,8.696281889,91.30371811,Transportation,4,4
63016,2576,60440,4.087850705,95.9121493,Transportation,4,4
61047,18333,42714,30.03095975,69.96904025,Transportation,4,4
132760,50333,82427,37.91277493,62.08722507,Healthcare,2,2
83901,23038,60863,27.45855234,72.54144766,Transportation,4,4
29473,17617,11856,59.77335188,40.22664812,Housing,3,1
164782,19303,145479,11.71426491,88.28573509,Healthcare,2,0
167947,16110,151837,9.59231186,90.40768814,Healthcare,2,0
242279,48736,193543,20.11565179,79.88434821,Entertainment,0,0
173377,58200,115177,33.56846641,66.43153359,Healthcare,2,0
181232,51750,129482,28.5545599,71.4454401,Entertainment,0,0
125117,34491,90626,27.56699729,72.43300271,Healthcare,2,2
79835,12699,67136,15.90655727,84.09344273,Transportation,4,4
86421,42752,43669,49.46945765,50.53054235,Transportation,4,4
128581,11695,116886,9.095434007,90.90456599,Healthcare,2,2
16035,751,15284,4.683504833,95.31649517,Housing,3,3
34886,20884,14002,59.86355558,40.13644442,Food,1,1
57457,31417,26040,54.67915137,45.32084863,Food,1,4
65294,21316,43978,32.64618495,67.35381505,Transportation,4,4
156252,67273,88979,43.05416891,56.94583109,Healthcare,2,0
98412,29859,68553,30.3408121,69.6591879,Transportation,4,4
121729,15506,106223,12.73813142,87.26186858,Healthcare,2,2
206979,29893,177086,14.44252799,85.55747201,Entertainment,0,0
227092,42280,184812,18.61800504,81.38199496,Entertainment,0,0
14416,26,14390,0.180355161,99.81964484,Housing,3,3
61646,29667,31979,48.12477695,51.87522305,Transportation,4,4
23793,522,23271,2.193922582,97.80607742,Housing,3,3
229738,64930,164808,28.2626296,71.7373704,Entertainment,0,0
20670,11650,9020,56.36187712,43.63812288,Housing,3,3
127511,59352,68159,46.54657245,53.45342755,Healthcare,2,4
